t,norm,slow
1867,332.7670593262,161.8744506836
1868,332.9100341797,161.9697875977
1869,333.0530090332,162.0651245117
1870,333.1959838867,162.1604614258
1871,333.3389587402,162.2557983398
1872,333.4819335938,162.3511352539
1873,333.6249084473,162.4523925781
1874,333.7678833008,162.5536499023
1875,333.9108581543,162.6549072266
1876,334.0538330078,162.7561645508
1877,334.1968078613,162.8574218750
1878,334.3397827148,162.9586791992
1879,334.4827575684,163.0599365234
1880,334.6257324219,163.1611938477
1881,334.7687072754,163.2624511719
1882,334.9116821289,163.3637084961
1883,335.0546569824,163.4649658203
1884,335.1976318359,163.5662231445
1885,335.3406066895,163.6674804688
1886,335.4835815430,163.7687377930
1887,335.6265563965,163.8699951172
1888,335.7695312500,163.9712524414
1889,335.9125061035,164.0725097656
1890,336.0554809570,164.1678466797
1891,336.1984558105,164.2631835938
1892,336.3414306641,164.3585205078
1893,336.4844055176,164.4538574219
1894,336.6273803711,164.5491943359
1895,336.7703552246,164.6445312500
1896,336.9133300781,164.7398681641
1897,337.0563049316,164.8352050781
1898,337.1992797852,164.9305419922
1899,337.3422546387,165.0258789063
1900,337.4494934082,165.1212158203
1901,337.5567321777,165.2165527344
1902,337.6639709473,165.3118896484
1903,337.7712097168,165.4072265625
1904,337.8784484863,165.5025634766
1905,337.9856872559,165.5979003906
1906,338.0929260254,165.6932373047
1907,338.2001647949,165.7885742188
1908,338.3193054199,165.8839111328
1909,338.4384460449,165.9792480469
1910,338.5575866699,166.0745849609
1911,338.6767272949,166.1699218750
1912,338.7958679199,166.2652587891
1913,338.9150085449,166.3605957031
1914,339.0341491699,166.4559326172
1915,339.1532897949,166.5512695313
1916,339.2724304199,166.6466064453
1917,339.3796691895,166.7419433594
1918,339.4869079590,166.8372802734
1919,339.5941467285,166.9326171875
1920,339.7013854980,167.0279541016
1921,339.8086242676,167.1232910156
1922,339.9158630371,167.2186279297
1923,340.0231018066,167.3139648438
1924,340.1303405762,167.4152221680
1925,340.2375793457,167.5164794922
1926,340.3448181152,167.6177368164
1927,340.4520568848,167.7189941406
1928,340.5592956543,167.8202514648
1929,340.6665344238,167.9215087891
1930,340.7737731934,168.0227661133
1931,340.8810119629,168.1240234375
1932,340.9882507324,168.2252807617
1933,341.0954895020,168.3265380859
1934,341.2146301270,168.4277954102
1935,341.3337707520,168.5290527344
1936,341.4529113770,168.6303100586
1937,341.5720520020,168.7315673828
1938,341.6911926270,168.8328247070
1939,341.8103332520,168.9340820313
1940,341.9294738770,169.0353393555
1941,342.0486145020,169.1365966797
1942,342.1677551270,169.2557373047
1943,342.3345642090,169.3748779297
1944,342.5013732910,169.4940185547
1945,342.6681823730,169.6131591797
1946,342.8349914551,169.7322998047
1947,343.0018005371,169.8514404297
1948,343.1686096191,169.9705810547
1949,343.3354187012,170.0897216797
1950,343.5022277832,170.2088623047
1951,343.6690368652,170.3280029297
1952,343.8358459473,170.4471435547
1953,344.0026550293,170.5662841797
1954,344.1694641113,170.6854248047
1955,344.3362731934,170.8045654297
1956,344.5030822754,170.9237060547
1957,344.6698913574,171.0428466797
1958,344.8367004395,171.1619873047
1959,345.0035095215,171.2871093750
1960,345.1703186035,171.4122314453
1961,345.3371276855,171.5373535156
1962,345.5039367676,171.6624755859
1963,345.6707458496,171.7875976563
1964,345.8375549316,171.9127197266
1965,346.0043640137,172.0378417969
1966,346.1711730957,172.1629638672
1967,346.3379821777,172.2880859375
1968,346.5047912598,172.4132080078
1969,346.6716003418,172.5383300781
1970,346.8384094238,172.6634521484
1971,347.0052185059,172.7885742188
1972,347.1720275879,172.9136962891
1973,347.3388366699,173.0388183594
1974,347.5056457520,173.1639404297
1975,347.6724548340,173.2890625000
1976,347.8392639160,173.4082031250
1977,348.0060729980,173.5273437500
1978,348.1728820801,173.6464843750
1979,348.3396911621,173.7656250000
1980,348.5065002441,173.8847656250
1981,348.6733093262,174.0039062500
1982,348.8401184082,174.1230468750
1983,349.0069274902,174.2421875000
1984,349.1737365723,174.3613281250
1985,349.3405456543,174.4804687500
1986,349.5311889648,174.5996093750
1987,349.7218322754,174.7187500000
1988,349.9124755859,174.8378906250
1989,350.1031188965,174.9570312500
1990,350.2937622070,175.0761718750
1991,350.4844055176,175.1953125000
1992,350.6750488281,175.3144531250
1993,350.8656921387,175.4395751953
1994,351.0682373047,175.5646972656
1995,351.2707824707,175.6898193359
1996,351.4733276367,175.8149414063
1997,351.6758728027,175.9400634766
1998,351.8784179688,176.0651855469
1999,352.0809631348,176.1903076172
2000,352.2835083008,176.3154296875
2001,352.4860534668,176.4405517578
2002,352.6885986328,176.5656738281
2003,352.8792419434,176.6907958984
2004,353.0698852539,176.8159179688
2005,353.2605285645,176.9410400391
2006,353.4511718750,177.0661621094
2007,353.6418151855,177.1912841797
2008,353.8324584961,177.3164062500
2009,354.0231018066,177.4415283203
2010,354.2137451172,177.5487670898
2011,354.4043884277,177.6560058594
2012,354.5950317383,177.7632446289
2013,354.7856750488,177.8704833984
2014,354.9763183594,177.9777221680
2015,355.1669616699,178.0849609375
2016,355.3576049805,178.1921997070
2017,355.5482482910,178.2994384766
2018,355.7388916016,178.4066772461
2019,355.9295349121,178.5139160156
2020,356.1320800781,178.6211547852
2021,356.3346252441,178.7283935547
2022,356.5371704102,178.8356323242
2023,356.7397155762,178.9428710938
2024,356.9422607422,179.0501098633
2025,357.1448059082,179.1573486328
2026,357.3473510742,179.2645874023
2027,357.5498962402,179.3718261719
2028,357.7524414063,179.4790649414
2029,357.9907531738,179.5863037109
2030,358.2290649414,179.6935424805
2031,358.4673767090,179.8007812500
2032,358.7056884766,179.9080200195
2033,358.9440002441,180.0152587891
2034,359.1823120117,180.1224975586
2035,359.4206237793,180.2297363281
2036,359.6589355469,180.3369750977
2037,359.9091491699,180.4442138672
2038,360.1593627930,180.5514526367
2039,360.4095764160,180.6586914063
2040,360.6597900391,180.7659301758
2041,360.9100036621,180.8731689453
2042,361.1602172852,180.9804077148
2043,361.4104309082,181.0876464844
2044,361.6606445313,181.1948852539
2045,361.9108581543,181.3021240234
2046,362.1491699219,181.4093627930
2047,362.3874816895,181.5166015625
2048,362.6257934570,181.6238403320
2049,362.8641052246,181.7310791016
2050,363.1024169922,181.8383178711
2051,363.3407287598,181.9455566406
2052,363.5790405273,182.0527954102
2053,363.8173522949,182.1600341797
2054,364.0675659180,182.2672729492
2055,364.3177795410,182.3745117188
2056,364.5679931641,182.4817504883
2057,364.8182067871,182.5889892578
2058,365.0684204102,182.6962280273
2059,365.3186340332,182.8034667969
2060,365.5688476563,182.9107055664
2061,365.8190612793,183.0179443359
2062,366.0692749023,183.1251831055
2063,366.2837524414,183.2324218750
2064,366.4982299805,183.3396606445
2065,366.7127075195,183.4468994141
2066,366.9271850586,183.5541381836
2067,367.1416625977,183.6613769531
2068,367.3561401367,183.7686157227
2069,367.5706176758,183.8758544922
2070,367.7850952148,183.9830932617
2071,367.9995727539,184.0903320313
2072,368.2140502930,184.1975708008
2073,368.4285278320,184.3048095703
2074,368.6430053711,184.4120483398
2075,368.8574829102,184.5192871094
2076,369.0719604492,184.6265258789
2077,369.2864379883,184.7337646484
2078,369.5009155273,184.8410034180
2079,369.7153930664,184.9482421875
2080,369.9298706055,185.0554809570
2081,370.1443481445,185.1627197266
2082,370.3588256836,185.2699584961
2083,370.5733032227,185.3771972656
2084,370.7877807617,185.4844360352
2085,371.0022583008,185.5916748047
2086,371.2167358398,185.6989135742
2087,371.4312133789,185.8061523438
2088,371.6456909180,185.9133911133
2089,371.8601684570,186.0206298828
2090,372.0746459961,186.1278686523
2091,372.2891235352,186.2351074219
2092,372.5036010742,186.3423461914
2093,372.7180786133,186.4495849609
2094,372.9325561523,186.5568237305
2095,373.1470336914,186.6640625000
2096,373.3615112305,186.7653198242
2097,373.5759887695,186.8665771484
2098,373.7904663086,186.9678344727
2099,374.0049438477,187.0690917969
2100,374.2194213867,187.1703491211
2101,374.4338989258,187.2716064453
2102,374.6483764648,187.3728637695
2103,374.8628540039,187.4741210938
2104,375.0773315430,187.5753784180
2105,375.2918090820,187.6766357422
2106,375.4943542480,187.7778930664
2107,375.6968994141,187.8791503906
2108,375.8994445801,187.9804077148
2109,376.1019897461,188.0816650391
2110,376.3045349121,188.1829223633
2111,376.5070800781,188.2841796875
2112,376.7096252441,188.3854370117
2113,376.9121704102,188.4866943359
2114,377.1147155762,188.5343627930
2115,377.2100219727,188.5820312500
2116,377.3053283691,188.6296997070
2117,377.4006347656,188.6773681641
2118,377.4959411621,188.7250366211
2119,377.5912475586,188.7727050781
2120,377.6865539551,188.8203735352
2121,377.7818603516,188.8680419922
2122,377.8771667480,188.9157104492
2123,377.9844055176,188.9633789063
2124,378.0916442871,189.0110473633
2125,378.1988830566,189.0587158203
2126,378.3061218262,189.1063842773
2127,378.4133605957,189.1540527344
2128,378.5205993652,189.2017211914
2129,378.6278381348,189.2493896484
2130,378.7350769043,189.2970581055
2131,378.8423156738,189.3506469727
2132,378.9495544434,189.4042358398
2133,379.0567932129,189.4578247070
2134,379.1640319824,189.5114135742
2135,379.2712707520,189.5650024414
2136,379.3785095215,189.6185913086
2137,379.4857482910,189.6721801758
2138,379.5929870605,189.7257690430
2139,379.7002258301,189.7793579102
2140,379.8074645996,189.8329467773
2141,379.9147033691,189.8865356445
2142,380.0219421387,189.9401245117
2143,380.1291809082,189.9937133789
2144,380.2364196777,190.0473022461
2145,380.3436584473,190.1008911133
2146,380.4508972168,190.1544799805
2147,380.5581359863,190.2080688477
2148,380.6653747559,190.2616577148
2149,380.7606811523,190.3152465820
2150,380.8559875488,190.3688354492
2151,380.9512939453,190.4224243164
2152,381.0466003418,190.4760131836
2153,381.1419067383,190.5296020508
2154,381.2372131348,190.5831909180
2155,381.3325195313,190.6367797852
2156,381.4278259277,190.6903686523
2157,381.7614440918,190.7439575195
2158,382.0950622559,190.7975463867
2159,382.4286804199,190.8511352539
2160,382.7622985840,190.9047241211
2161,383.0959167480,190.9583129883
2162,383.4295349121,191.0119018555
2163,383.7631530762,191.0654907227
2164,384.0967712402,191.1190795898
2165,384.4303894043,191.1726684570
2166,384.7640075684,191.2262573242
2167,385.0976257324,191.2798461914
2168,385.4312438965,191.3334350586
2169,385.7648620605,191.3870239258
2170,386.0984802246,191.4406127930
2171,386.4320983887,191.4942016602
2172,386.7657165527,191.5477905273
2173,387.0993347168,191.6013793945
2174,387.4329528809,191.6549682617
2175,387.7546386719,191.7085571289
2176,388.0763244629,191.7621459961
2177,388.3980102539,191.8157348633
2178,388.7196960449,191.8693237305
2179,389.0413818359,191.9229125977
2180,389.3630676270,191.9765014648
2181,389.6847534180,192.0300903320
2182,390.0064392090,192.0777587891
2183,390.1613464355,192.1254272461
2184,390.3162536621,192.1730957031
2185,390.4711608887,192.2207641602
2186,390.6260681152,192.2684326172
2187,390.7809753418,192.3161010742
2188,390.9358825684,192.3637695313
2189,391.0907897949,192.4114379883
2190,391.2456970215,192.4591064453
2191,391.4006042480,192.5067749023
2192,391.5555114746,192.5544433594
2193,391.7104187012,192.6021118164
2194,391.8653259277,192.6497802734
2195,392.0202331543,192.6974487305
2196,392.1751403809,192.7451171875
2197,392.3300476074,192.7927856445
2198,392.4849548340,192.8404541016
2199,392.6398620605,193.0072631836
2200,392.7947692871,193.1740722656
2201,392.9496765137,193.3408813477
2202,393.1045837402,193.5076904297
2203,393.2594909668,193.6744995117
2204,393.4143981934,193.8413085938
2205,393.5693054199,194.0081176758
2206,393.7242126465,194.1749267578
2207,393.8791198730,194.3417358398
2208,394.0340270996,194.5085449219
2209,394.1770019531,194.6753540039
2210,394.3199768066,194.8421630859
2211,394.4629516602,195.0089721680
2212,394.6059265137,195.1757812500
2213,394.7489013672,195.3425903320
2214,394.8918762207,195.5093994141
2215,395.0348510742,195.6762084961
2216,395.1778259277,195.8430175781
2217,395.3208007813,196.0098266602
2218,395.4637756348,196.1766357422
2219,395.6067504883,196.3434448242
2220,395.7497253418,196.5102539063
2221,395.8927001953,196.6770629883
2222,396.0356750488,196.8438720703
2223,396.1786499023,197.0106811523
2224,396.3216247559,197.1774902344
2225,396.4645996094,197.3442993164
2226,396.6075744629,197.5111083984
2227,396.7505493164,197.6779174805
2228,396.8935241699,197.8447265625
2229,397.0364990234,198.0115356445
2230,397.1794738770,198.1783447266
2231,397.3224487305,198.3451538086
2232,397.4654235840,198.5119628906
2233,397.6083984375,198.6787719727
2234,397.7513732910,198.8395996094
2235,397.8943481445,199.0004272461
2236,398.0373229980,199.1612548828
2237,398.1802978516,199.3220825195
2238,398.3232727051,199.4829101563
2239,398.4662475586,199.6437377930
2240,398.6092224121,199.8045654297
2241,398.7521972656,199.9653930664
2242,398.8951721191,200.1262207031
2243,399.0381469727,200.2870483398
2244,399.1811218262,200.4478759766
2245,399.3240966797,200.6087036133
2246,399.4670715332,200.7695312500
2247,399.6100463867,200.9303588867
2248,399.7530212402,201.0911865234
2249,399.8959960938,201.2520141602
2250,400.0389709473,201.4128417969
2251,400.1819458008,201.4902954102
2252,400.2891845703,201.5677490234
2253,400.3964233398,201.6452026367
2254,400.5036621094,201.7226562500
2255,400.6109008789,201.8001098633
2256,400.7181396484,201.8775634766
2257,400.8253784180,201.9550170898
2258,400.9326171875,202.0324707031
2259,401.0398559570,202.1099243164
2260,401.1470947266,202.1873779297
2261,401.2662353516,202.2648315430
2262,401.3853759766,202.3422851563
2263,401.5045166016,202.4197387695
2264,401.6236572266,202.4971923828
2265,401.7427978516,202.5746459961
2266,401.8619384766,202.6520996094
2267,401.9810791016,202.7295532227
2268,402.1002197266,202.8070068359
2269,402.2074584961,202.8844604492
2270,402.3146972656,202.9619140625
2271,402.4219360352,203.0393676758
2272,402.5291748047,203.1168212891
2273,402.6364135742,203.1942749023
2274,402.7436523438,203.2717285156
2275,402.8508911133,203.3491821289
2276,402.9581298828,203.4266357422
2277,403.0653686523,203.5040893555
2278,403.1726074219,203.5815429688
2279,403.2798461914,203.6589965820
2280,403.3870849609,203.7364501953
2281,403.4943237305,203.8139038086
2282,403.6015625000,203.8913574219
2283,403.7088012695,203.9688110352
2284,403.8160400391,204.0462646484
2285,403.9232788086,204.1237182617
2286,404.0424194336,204.2011718750
2287,404.1615600586,204.2786254883
2288,404.2807006836,204.3560791016
2289,404.3998413086,204.4335327148
2290,404.5189819336,204.5109863281
2291,404.6381225586,204.5884399414
2292,404.7572631836,204.6658935547
2293,404.8764038086,204.7433471680
2294,404.9955444336,204.8208007813
2295,405.1623535156,204.8982543945
2296,405.3291625977,204.9757080078
2297,405.4959716797,205.0531616211
2298,405.6627807617,205.1306152344
2299,405.8295898438,205.2080688477
2300,405.9963989258,205.2855224609
2301,406.1632080078,205.3629760742
2302,406.3300170898,205.4404296875
2303,406.4968261719,205.5119018555
2304,406.6636352539,205.5833740234
2305,406.8304443359,205.6548461914
2306,406.9972534180,205.7263183594
2307,407.1640625000,205.7977905273
2308,407.3308715820,205.8692626953
2309,407.4976806641,205.9407348633
2310,407.6644897461,206.0122070313
2311,407.8312988281,206.0836791992
2312,407.9981079102,206.1551513672
2313,408.1649169922,206.2266235352
2314,408.3317260742,206.2980957031
2315,408.4985351563,206.3695678711
2316,408.6653442383,206.4410400391
2317,408.8321533203,206.5125122070
2318,408.9989624023,206.5839843750
2319,409.1657714844,206.6554565430
2320,409.3325805664,206.7269287109
2321,409.4993896484,206.7984008789
2322,409.6661987305,206.8698730469
2323,409.8330078125,206.9413452148
2324,409.9998168945,207.0128173828
2325,410.1666259766,207.0842895508
2326,410.3334350586,207.1557617188
2327,410.5002441406,207.2272338867
2328,410.6670532227,207.2987060547
2329,410.8338623047,207.3701782227
2330,411.0006713867,207.4416503906
2331,411.1674804688,207.5131225586
2332,411.3342895508,207.5845947266
2333,411.5010986328,207.6560668945
2334,411.6679077148,207.7275390625
2335,411.8347167969,207.7990112305
2336,412.0015258789,207.8704833984
2337,412.1683349609,207.9419555664
2338,412.3589782715,208.0134277344
2339,412.5496215820,208.0848999023
2340,412.7402648926,208.1563720703
2341,412.9309082031,208.2278442383
2342,413.1215515137,208.2993164063
2343,413.3121948242,208.3707885742
2344,413.5028381348,208.4422607422
2345,413.6934814453,208.5137329102
2346,413.8841247559,208.5852050781
2347,414.0866699219,208.6566772461
2348,414.2892150879,208.7281494141
2349,414.4917602539,208.7996215820
2350,414.6943054199,208.8710937500
2351,414.8968505859,208.9425659180
2352,415.0993957520,209.0140380859
2353,415.3019409180,209.0855102539
2354,415.5044860840,209.1569824219
2355,415.6951293945,209.2284545898
2356,415.8857727051,209.2999267578
2357,416.0764160156,209.3713989258
2358,416.2670593262,209.4428710938
2359,416.4577026367,209.5143432617
2360,416.6483459473,209.5858154297
2361,416.8389892578,209.6572875977
2362,417.0296325684,209.7287597656
2363,417.2202758789,209.8002319336
2364,417.4109191895,209.8717041016
2365,417.6015625000,209.9431762695
2366,417.7922058105,210.0146484375
2367,417.9828491211,210.0861206055
2368,418.1734924316,210.1575927734
2369,418.3641357422,210.2290649414
2370,418.5547790527,210.3005371094
2371,418.7454223633,210.3720092773
2372,418.9479675293,210.4434814453
2373,419.1505126953,210.5149536133
2374,419.3530578613,210.5864257813
2375,419.5556030273,210.6578979492
2376,419.7581481934,210.7293701172
2377,419.9606933594,210.8008422852
2378,420.1632385254,210.8723144531
2379,420.3657836914,210.9437866211
2380,420.5683288574,211.0152587891
2381,420.8066406250,211.0867309570
2382,421.0449523926,211.1582031250
2383,421.2832641602,211.2296752930
2384,421.5215759277,211.3011474609
2385,421.7598876953,211.3726196289
2386,421.9981994629,211.4440917969
2387,422.2365112305,211.5155639648
2388,422.4748229980,211.5870361328
2389,422.7131347656,211.6406250000
2390,422.9633483887,211.6942138672
2391,423.2135620117,211.7478027344
2392,423.4637756348,211.8013916016
2393,423.7139892578,211.8549804688
2394,423.9642028809,211.9085693359
2395,424.2144165039,211.9621582031
2396,424.4646301270,212.0157470703
2397,424.7148437500,212.0693359375
2398,424.9531555176,212.1229248047
2399,425.1914672852,212.1765136719
2400,425.4297790527,212.2301025391
2401,425.6680908203,212.2836914063
2402,425.9064025879,212.3372802734
2403,426.1447143555,212.3908691406
2404,426.3830261230,212.4444580078
2405,426.6213378906,212.4980468750
2406,426.8596496582,212.5576171875
2407,427.1098632813,212.6171875000
2408,427.3600769043,212.6767578125
2409,427.6102905273,212.7363281250
2410,427.8605041504,212.7958984375
2411,428.1107177734,212.8554687500
2412,428.3609313965,212.9150390625
2413,428.6111450195,212.9746093750
2414,428.8613586426,213.0341796875
2415,429.0758361816,213.0937500000
2416,429.2903137207,213.1533203125
2417,429.5047912598,213.2128906250
2418,429.7192687988,213.2724609375
2419,429.9337463379,213.3320312500
2420,430.1482238770,213.3916015625
2421,430.3627014160,213.4511718750
2422,430.5771789551,213.5107421875
2423,430.7916564941,213.5643310547
2424,431.0061340332,213.6179199219
2425,431.2206115723,213.6715087891
2426,431.4350891113,213.7250976563
2427,431.6495666504,213.7786865234
2428,431.8640441895,213.8322753906
2429,432.0785217285,213.8858642578
2430,432.2929992676,213.9394531250
2431,432.5074768066,213.9930419922
2432,432.7219543457,214.0466308594
2433,432.9364318848,214.1002197266
2434,433.1509094238,214.1538085938
2435,433.3653869629,214.2073974609
2436,433.5798645020,214.2609863281
2437,433.7943420410,214.3145751953
2438,434.0088195801,214.3681640625
2439,434.2232971191,214.4217529297
2440,434.4377746582,214.4753417969
2441,434.6522521973,214.5289306641
2442,434.8667297363,214.5825195313
2443,435.0812072754,214.6361083984
2444,435.2956848145,214.6896972656
2445,435.5101623535,214.7432861328
2446,435.7246398926,214.7968750000
2447,435.9391174316,214.8504638672
2448,436.1535949707,214.9040527344
2449,436.3680725098,214.9576416016
2450,436.5825500488,215.0112304688
2451,436.7970275879,215.0648193359
2452,437.0115051270,215.1184082031
2453,437.2259826660,215.1719970703
2454,437.4404602051,215.2255859375
2455,437.6549377441,215.2791748047
2456,437.8694152832,215.3327636719
2457,438.0838928223,215.3923339844
2458,438.2864379883,215.4519042969
2459,438.4889831543,215.5114746094
2460,438.6915283203,215.5710449219
2461,438.8940734863,215.6306152344
2462,439.0966186523,215.6901855469
2463,439.2991638184,215.7497558594
2464,439.5017089844,215.8093261719
2465,439.7042541504,215.8688964844
2466,439.9067993164,215.9284667969
2467,440.0021057129,215.9880371094
2468,440.0974121094,216.0476074219
2469,440.1927185059,216.1071777344
2470,440.2880249023,216.1667480469
2471,440.3833312988,216.2263183594
2472,440.4786376953,216.2858886719
2473,440.5739440918,216.3454589844
2474,440.6692504883,216.4050292969
2475,440.7645568848,216.4884033203
2476,440.8717956543,216.5717773438
2477,440.9790344238,216.6551513672
2478,441.0862731934,216.7385253906
2479,441.1935119629,216.8218994141
2480,441.3007507324,216.9052734375
2481,441.4079895020,216.9886474609
2482,441.5152282715,217.0720214844
2483,441.6224670410,217.1553955078
2484,441.7297058105,217.2387695313
2485,441.8369445801,217.3221435547
2486,441.9441833496,217.4055175781
2487,442.0514221191,217.4888916016
2488,442.1586608887,217.5722656250
2489,442.2658996582,217.6556396484
2490,442.3731384277,217.7390136719
2491,442.4803771973,217.8223876953
2492,442.5876159668,217.9057617188
2493,442.6948547363,217.9891357422
2494,442.8020935059,218.0725097656
2495,442.9093322754,218.1558837891
2496,443.0165710449,218.2392578125
2497,443.1238098145,218.3226318359
2498,443.2310485840,218.4060058594
2499,443.3382873535,218.4893798828
2500,443.4455261230,218.5727539063
2501,443.5408325195,218.6561279297
2502,443.6361389160,218.7395019531
2503,443.7314453125,218.8228759766
2504,443.8267517090,218.9062500000
2505,443.9220581055,218.9896240234
2506,444.0173645020,219.0729980469
2507,444.1126708984,219.1563720703
2508,444.2079772949,219.2397460938
2509,444.3032836914,219.3231201172
2510,444.6369018555,219.4064941406
2511,444.9705200195,219.4898681641
2512,445.3041381836,219.5732421875
2513,445.6377563477,219.6566162109
2514,445.9713745117,219.7399902344
2515,446.3049926758,219.8233642578
2516,446.6386108398,219.9067382813
2517,446.9722290039,219.9901123047
2518,447.3058471680,220.0734863281
2519,447.6394653320,220.1568603516
2520,447.9730834961,220.2402343750
2521,448.3067016602,220.3236083984
2522,448.6403198242,220.4069824219
2523,448.9739379883,220.4903564453
2524,449.3075561523,220.5737304688
2525,449.6411743164,220.6571044922
2526,449.9747924805,220.7404785156
2527,450.2964782715,220.8238525391
2528,450.6181640625,220.9072265625
2529,450.9398498535,220.9906005859
2530,451.2615356445,221.0739746094
2531,451.5832214355,221.1573486328
2532,451.9049072266,221.2407226563
2533,452.2265930176,221.3240966797
2534,452.5482788086,221.4074707031
2535,452.8699645996,221.4908447266
2536,453.0248718262,221.5742187500
2537,453.1797790527,221.6575927734
2538,453.3346862793,221.7409667969
2539,453.4895935059,221.8243408203
2540,453.6445007324,221.9077148438
2541,453.7994079590,221.9910888672
2542,453.9543151855,222.0744628906
2543,454.1092224121,222.1578369141
2544,454.2641296387,222.2412109375
2545,454.4190368652,222.3245849609
2546,454.5739440918,222.4079589844
2547,454.7288513184,222.4913330078
2548,454.8837585449,222.5747070313
2549,455.0386657715,222.6580810547
2550,455.1935729980,222.7414550781
2551,455.3484802246,222.8248291016
2552,455.5033874512,222.9082031250
2553,455.6582946777,222.9915771484
2554,455.8132019043,223.0749511719
2555,455.9681091309,223.1583251953
2556,456.1230163574,223.2416992188
2557,456.2779235840,223.3250732422
2558,456.4328308105,223.4084472656
2559,456.5877380371,223.4918212891
2560,456.7426452637,223.5751953125
2561,456.8975524902,223.6705322266
2562,457.0405273438,223.7658691406
2563,457.1835021973,223.8612060547
2564,457.3264770508,223.9565429688
2565,457.4694519043,224.0518798828
2566,457.6124267578,224.1472167969
2567,457.7554016113,224.2425537109
2568,457.8983764648,224.3378906250
2569,458.0413513184,224.4332275391
2570,458.1843261719,224.5285644531
2571,458.3273010254,224.6239013672
2572,458.4702758789,224.7192382813
2573,458.6132507324,224.8145751953
2574,458.7562255859,224.9099121094
2575,458.8992004395,225.0052490234
2576,459.0421752930,225.1005859375
2577,459.1851501465,225.1959228516
2578,459.3281250000,225.2971801758
2579,459.4710998535,225.3984375000
2580,459.6140747070,225.4996948242
2581,459.7570495605,225.6009521484
2582,459.9000244141,225.7022094727
2583,460.0429992676,225.8034667969
2584,460.1859741211,225.9047241211
2585,460.3289489746,226.0059814453
2586,460.4719238281,226.1072387695
2587,460.6148986816,226.2084960938
2588,460.7578735352,226.3097534180
2589,460.9008483887,226.4110107422
2590,461.0438232422,226.5122680664
2591,461.1867980957,226.6135253906
2592,461.3297729492,226.7147827148
2593,461.4727478027,226.8160400391
2594,461.6157226563,226.9172973633
2595,461.7586975098,227.0126342773
2596,461.9016723633,227.1079711914
2597,462.0446472168,227.2033081055
2598,462.1876220703,227.2986450195
2599,462.3305969238,227.3939819336
2600,462.4735717773,227.4893188477
2601,462.6165466309,227.5846557617
2602,462.7595214844,227.6799926758
2603,462.9024963379,227.7753295898
2604,463.0454711914,227.8706665039
2605,463.1527099609,227.9660034180
2606,463.2599487305,228.0613403320
2607,463.3671875000,228.1566772461
2608,463.4744262695,228.2520141602
2609,463.5816650391,228.3473510742
2610,463.6889038086,228.4426879883
2611,463.7961425781,228.5380249023
2612,463.9033813477,228.6333618164
2613,464.0225219727,228.7286987305
2614,464.1416625977,228.8240356445
2615,464.2608032227,228.9193725586
2616,464.3799438477,229.0147094727
2617,464.4990844727,229.1100463867
2618,464.6182250977,229.2053833008
2619,464.7373657227,229.3007202148
2620,464.8565063477,229.3960571289
2621,464.9756469727,229.4913940430
2622,465.0828857422,229.5867309570
2623,465.1901245117,229.6820678711
2624,465.2973632813,229.7774047852
2625,465.4046020508,229.8727416992
2626,465.5118408203,229.9680786133
2627,465.6190795898,230.0634155273
2628,465.7263183594,230.1587524414
2629,465.8335571289,230.2600097656
2630,465.9407958984,230.3612670898
2631,466.0480346680,230.4625244141
2632,466.1552734375,230.5637817383
2633,466.2625122070,230.6650390625
2634,466.3697509766,230.7662963867
2635,466.4769897461,230.8675537109
2636,466.5842285156,230.9688110352
2637,466.6914672852,231.0700683594
2638,466.7987060547,231.1713256836
2639,466.9178466797,231.2725830078
2640,467.0369873047,231.3738403320
2641,467.1561279297,231.4750976563
2642,467.2752685547,231.5763549805
2643,467.3944091797,231.6776123047
2644,467.5135498047,231.7788696289
2645,467.6326904297,231.8801269531
2646,467.7518310547,231.9813842773
2647,467.8709716797,232.1005249023
2648,468.0377807617,232.2196655273
2649,468.2045898438,232.3388061523
2650,468.3713989258,232.4579467773
2651,468.5382080078,232.5770874023
2652,468.7050170898,232.6962280273
2653,468.8718261719,232.8153686523
2654,469.0386352539,232.9345092773
2655,469.2054443359,233.0536499023
2656,469.3722534180,233.1727905273
2657,469.5390625000,233.2919311523
2658,469.7058715820,233.4110717773
2659,469.8726806641,233.5302124023
2660,470.0394897461,233.6493530273
2661,470.2062988281,233.7684936523
2662,470.3731079102,233.8876342773
2663,470.5399169922,234.0067749023
2664,470.7067260742,234.1318969727
2665,470.8735351563,234.2570190430
2666,471.0403442383,234.3821411133
2667,471.2071533203,234.5072631836
2668,471.3739624023,234.6323852539
2669,471.5407714844,234.7575073242
2670,471.7075805664,234.8826293945
2671,471.8743896484,235.0077514648
2672,472.0411987305,235.1328735352
2673,472.2080078125,235.2579956055
2674,472.3748168945,235.3831176758
2675,472.5416259766,235.5082397461
2676,472.7084350586,235.6333618164
2677,472.8752441406,235.7584838867
2678,473.0420532227,235.8836059570
2679,473.2088623047,236.0087280273
2680,473.3756713867,236.1338500977
2681,473.5424804688,236.2529907227
2682,473.7092895508,236.3721313477
2683,473.8760986328,236.4912719727
2684,474.0429077148,236.6104125977
2685,474.2097167969,236.7295532227
2686,474.3765258789,236.8486938477
2687,474.5433349609,236.9678344727
2688,474.7101440430,237.0869750977
2689,474.8769531250,237.2061157227
